0.3072	0.0088	0.014925509	0.000139274		
0.3247	0.0088	0.01498176	0.00009792		
0.3379	0.0044	0.0150038	0.00012249		
0.3467	0.0044	0.015025856	0.000120128		
0.3555	0.0044	0.015070018	0.000110484		
0.3643	0.0044	0.015082296	9.57918E-05		
0.3731	0.0044	0.01504057	0.000142262		
0.3797	0.0022	0.014806022	9.97776E-05		
0.3841	0.0022	0.014923066	0.000119717		
0.3885	0.0022	0.014989105	8.32524E-05		
0.3929	0.0022	0.015047929	0.000117763		
0.3973	0.0022	0.01476468	0.000128801		
0.4017	0.0022	0.014869364	0.000073164		
0.4061	0.0022	0.014905968	0.000114765		
0.4105	0.0022	0.01487912	0.000114661		
0.4149	0.0022	0.014827933	7.79328E-05		
0.4193	0.0022	0.01493284	0.000083096		
0.4237	0.0022	0.014793857	0.000072978		
0.4281	0.0022	0.014947508	8.80272E-05		
0.4325	0.0022	0.014779265	0.000116707		
0.4369	0.0022	0.01476225	0.00008019		
0.4413	0.0022	0.014699138	0.00012609		
0.4457	0.0022	0.014781696	0.00013617		
0.4501	0.0022	0.01488888	7.80928E-05		
0.4545	0.0022	0.014823063	0.000065745		
0.4589	0.0022	0.01475739	6.31696E-05		
0.4633	0.0022	0.014694288	5.81856E-05		
0.4677	0.0022	0.014832804	9.01246E-05		
0.4721	0.0022	0.014820628	7.54788E-05		
0.4765	0.0022	0.01475739	0.000102043		
0.4809	0.0022	0.014585393	0.000171493		
0.4853	0.0022	0.01479629	0.000085148		
0.4897	0.0022	0.014752532	9.47388E-05		
0.4941	0.0022	0.014619228	5.56186E-05		
0.4985	0.0022	0.014837676	0.000060905		
0.5029	0.0022	0.014815758	7.05976E-05		
0.5072	0.0022	0.01476711	8.74944E-05		
0.5116	0.0022	0.014667632	0.000125954		
0.516	0.0022	0.014718542	0.000114041		
0.5204	0.0022	0.01464584	8.95548E-05		
0.5248	0.0022	0.014898644	9.27656E-05		
0.5292	0.0022	0.01463858	7.98534E-05		
0.5336	0.0022	0.014852297	7.79968E-05		
0.538	0.0022	0.01473796	0.000063128		
0.5424	0.0022	0.014701563	0.000070325		
0.5453	0.0039	0.015072473	0.000250451		
0.5467	0.0022	0.01479629	9.24464E-05		
