0.5511	0.0022	0.01483524	0.000063336		
0.5531	0.0039	0.015057744	0.000191428		
0.5555	0.0022	0.014684592	7.75552E-05		
0.5599	0.0022	0.01475982	9.47622E-05		
0.5609	0.0039	0.014935284	0.00019798		
0.5643	0.0022	0.014735532	7.04062E-05		
0.5685	0.0022	0.014699138	9.94168E-05		
0.5687	0.0039	0.015013601	6.86168E-05		
0.5765	0.0039	0.0146749	8.72208E-05		
0.5843	0.0039	0.014994003	0.000071021		
0.5921	0.0039	0.014930396	0.000073314		
0.5999	0.0039	0.015057744	9.08054E-05		
0.6077	0.0039	0.014852297	6.33724E-05		
0.6155	0.0039	0.014905968	6.59286E-05		
0.6233	0.0039	0.014949953	0.000061135		
0.6311	0.0039	0.01490841	0.00006105		
0.6389	0.0039	0.014862048	6.58314E-05		
0.6467	0.0039	0.014703988	4.60788E-05		
0.6545	0.0039	0.014597472	5.79936E-05		
0.6623	0.0039	0.014891321	6.34556E-05		
0.6702	0.0039	0.014570904	0.000118296		
0.678	0.0039	0.014720969	5.09586E-05		
0.6858	0.0039	0.014784128	0.000226157		
0.6936	0.0039	0.014648261	5.80944E-05		
0.7014	0.0039	0.01476468	6.31852E-05		
0.7092	0.0039	0.014725823	0.000067956		
0.717	0.0039	0.014621646	8.70624E-05		
0.7248	0.0039	0.01468944	0.000203616		
0.7327	0.0039	0.014716116	6.30812E-05		
0.7405	0.0039	0.01466521	0.000087192		
0.7483	0.0039	0.014587808	0.000135274		
0.7561	0.0039	0.014913294	7.81568E-05		
0.7639	0.0039	0.014784128	0.000106999		
0.7717	0.0039	0.014910852	6.34972E-05		
0.7796	0.0039	0.014694288	0.000101825		
0.7874	0.0039	0.014781696	6.56532E-05		
0.7952	0.0039	0.014813324	0.000102236		
0.803	0.0039	0.014699138	9.94168E-05		
0.8108	0.0039	0.014682169	0.00010663		
0.8186	0.0039	0.01452025	0.00012773		
0.8264	0.0039	0.01483524	0.000087696		
0.8343	0.0039	0.014539536	0.000204986		
0.8538	0.0156	0.014784128	0.000104567		
0.8851	0.0156	0.014735532	6.31228E-05		
0.9163	0.0156	0.014371214	0.000115085		
0.9475	0.0156	0.014808456	0.000150896		
