   -0.307486669833060944E+01   -0.445428292960185424E+01    0.149942270105089779E+04    0.766690192374928969E+00   -0.245423129583311095E+01   -0.412394144641467619E+00   -0.116601668090947985E+01    0.117919575897246540E+00    0.347340417120279938E+03
   -0.320803586951044117E+01   -0.563383084922388200E+01    0.133332105878242282E+04    0.166994626225039333E+01   -0.397349321114836584E+01   -0.107320149202796351E+02    0.349660072194965643E+00    0.139889997108519903E+00    0.348857741490313401E+03
   -0.252098027201165209E+01   -0.429590416814810006E+01    0.136221352970406224E+04    0.611008504489825022E+00    0.801919889099208483E+01   -0.101814819707286830E+02   -0.537292554763665287E+01    0.103947332800666870E+00    0.349048190072806733E+03
   -0.391745779246292791E+01   -0.806962310284938411E+01    0.145957622700314050E+04    0.182104905995053645E+01   -0.351476196900589155E+01   -0.362804786710842464E+01    0.416867180260807046E-01    0.456205504566795317E+00    0.349627938013939229E+03
   -0.292189023447075513E+01   -0.559473432705749651E+01    0.144764705712576779E+04    0.990564499776883878E+00    0.702962844983554547E-01   -0.104779060496173582E+02   -0.443529883054678997E+00    0.101572465436703882E+00    0.349929396834886461E+03
   -0.263964805293152693E+01   -0.517207549045682313E+01    0.123224479551551735E+04    0.148837012881804043E+01    0.147144128750701686E+01   -0.868343174149022801E+01    0.212511280217293042E+00    0.675295046346200689E-01    0.350157784561382016E+03
   -0.235257162403065578E+01   -0.413799978843966620E+01    0.135145748298716376E+04    0.772250014054856493E+00    0.568263754292049583E+01   -0.885936413190564309E+01   -0.434060986588491460E-02    0.115996872732070114E+00    0.350330763455284227E+03
   -0.260147793031912578E+01   -0.526828967171451445E+01    0.128751333249191521E+04    0.134664393676109562E+01   -0.990844010650946405E+00   -0.794556019593617968E+01   -0.167689217228120402E+01    0.117000532484081834E+00    0.350519679978171325E+03
   -0.267135752152717387E+01   -0.537053664759848282E+01    0.134754913258804891E+04    0.100396116256211876E+01    0.252414441924203281E+01   -0.857463603662965745E+01    0.170386021057383985E+00    0.606467994904888313E-01    0.350527512043898582E+03
   -0.349976502803866296E+01   -0.529383661999918864E+01    0.141513012423303826E+04    0.154535766190565660E+01   -0.380245471603519603E+01   -0.187611552285238901E+02    0.114426709021328588E+01    0.170429383137456703E+00    0.350578560336064015E+03
