

    0.111928886700695731E-98   -0.258493265733166254E+03   -0.355508229898462069E+01   -0.925733359385455401E+01    0.201981779179503474E+04    0.785003941975306319E-01    0.972158315952508012E+01   -0.649128532764496669E+01   -0.589305393847265435E+00    0.455817506316622892E-01
    0.313274748086516961E-98   -0.260553699464084616E+03   -0.446961330075145913E+01   -0.805646836482795869E+01    0.150679112428651661E+04    0.136362286491631934E+01   -0.257227558383844768E+01   -0.226908466512153240E+01   -0.216048379137778790E+01    0.602765906238037386E+00
    0.338297281161751411E-98   -0.260709388352215342E+03   -0.164436527320344972E+01   -0.744338047606554376E+01    0.138976191385176298E+04    0.752012183239544107E+00    0.488992159359405321E+00   -0.192027899199904795E+02    0.956132643419204342E+00    0.749158085496314019E+00
    0.391341674985978560E-98   -0.261002700329181607E+03   -0.349578749340048134E+01   -0.716857553117133062E+01    0.148143209969322538E+04   -0.799106721742341541E+00    0.318937128940188686E+01   -0.497003261796571039E+01   -0.542420768204318282E+01    0.624108078025880197E+00
    0.666765935137874072E-98   -0.262070416399232272E+03   -0.380611287926839736E+01   -0.835923741335829185E+01    0.162240184822162701E+04    0.147704599894087529E+01   -0.461686145484446087E+00   -0.451715887683262807E+01    0.113456194833836843E+01    0.101529757662347134E+00
    0.707385832683883145E-98   -0.262190690772770495E+03   -0.189695549191381829E+01   -0.696123065753141113E+01    0.109955177190839277E+04    0.147506791109090951E+01    0.526289779563088977E+00   -0.175744031888982271E+02   -0.934212732662662582E+00    0.649606899952183570E+00
    0.772804049141747413E-98   -0.262369589319154784E+03   -0.266715182620395197E+01   -0.642403364240461627E+01    0.200417804387638012E+04   -0.554189911914236610E+00    0.687883011923175758E+01   -0.162475306852637011E+02   -0.337559216235344017E+01    0.268078023164668222E+00
    0.843122548155909764E-98   -0.262545762912069108E+03   -0.396658807079475650E+01   -0.885602099108403173E+01    0.118136344143496672E+04    0.167319326436206595E+01    0.805627159963102812E+01   -0.697699155455843467E+01   -0.125334239550427018E+01    0.280275982068865781E+00
    0.973591403897983896E-98   -0.262835521699123603E+03   -0.359146491027166181E+01   -0.784412734455935645E+01    0.147801333306549759E+04   -0.940770603381835713E+00    0.154890624825555268E+01   -0.158359670215059616E+02   -0.593330601942026981E+01    0.521842309565549001E+00
    0.988554791572538975E-98   -0.262868026414401697E+03   -0.168676038835506503E+01   -0.945758922235543942E+01    0.148435334147171193E+04    0.441779768924196681E+00    0.651411478400230060E+00   -0.134207634869959413E+02   -0.180762722503841289E+01    0.477276553917835245E+00
    0.165005069149192224E-97   -0.263894660851318463E+03   -0.171210081755320864E+01   -0.783532267484441558E+01    0.120568301976048406E+04    0.108748768439696697E+01   -0.117461844053140751E+00   -0.698708048790606462E+01   -0.395681213636300422E+01    0.779795259548733410E+00
    0.410818466590622650E-97   -0.265721011319821059E+03   -0.418137019114192299E+01   -0.927919884257423355E+01    0.139080667662941460E+04    0.150974007771223384E+01    0.945142742929927948E+00   -0.361477169563402612E+01   -0.250721486182934372E+01    0.540636543795125046E+00
    0.466617649746239976E-97   -0.265977728830549438E+03   -0.156212522504343099E+01   -0.612013051383960871E+01    0.145346449929168307E+04    0.748347073476665514E+00    0.181974664846582446E+01   -0.130695823343573352E+02   -0.133778713560943796E+01    0.796400601423405963E+00
    0.520791698162545638E-97   -0.266199408760666927E+03   -0.176763251439191826E+01   -0.663018017352145694E+01    0.192303398282908324E+04   -0.160729844126819543E+01   -0.240334043470900482E+00   -0.119530987176680057E+02   -0.488775694905903535E+01    0.441374830989782363E+00
    0.604142255260665182E-97   -0.266498327844545770E+03   -0.110670423764725179E+01   -0.431759938493287354E+01    0.159949430613480672E+04    0.963833626387984310E-01    0.486560947707446445E+01   -0.320652193586030165E+01   -0.400636544589334953E+01    0.220023356323875374E+00
    0.637277676926062832E-97   -0.266607119408490803E+03   -0.122759408726295227E+01   -0.248233844593595521E+01    0.206399072032139065E+04   -0.820203162684398634E+00    0.226533767531258956E+01   -0.751772891702199786E+01   -0.359765843204905522E+01    0.408500781765678000E+00
    0.930837668325576027E-97   -0.267366878258975134E+03   -0.239024507736459668E+01   -0.240704014052704984E+01    0.172022690365135850E+04   -0.675606277028011348E+00    0.229059913197091802E+01   -0.866064041089718373E+01   -0.525404749534168491E+01    0.746539393521678946E-01
    0.938032259212120465E-97   -0.267384277140026370E+03   -0.289642599947055679E+01   -0.850609657155628796E+01    0.148042740492313942E+04    0.493188201536015391E+00    0.485934000754318696E+01    0.994604539434355672E+00   -0.516622533723302091E+01    0.744584210887619218E-02
    0.100234317516604679E-96   -0.267518899886616680E+03   -0.387800813622370288E+01   -0.652761214247537502E+01    0.181906291229505450E+04   -0.172794317147059129E+01    0.887381159977209144E+01   -0.504904225366279569E+01   -0.135778710129128122E+01    0.572255208462195353E+00
    0.100510169601780239E-96   -0.267526396471111070E+03   -0.215359278573428536E+01   -0.682940716870036191E+01    0.147625142279047714E+04    0.617427201250182911E+00    0.130020886701626015E+01   -0.197623717000014310E+01    0.590325075064137117E+00    0.181683480665586844E+00
    0.146415761556601730E-96   -0.268280779159492454E+03   -0.124915200891681089E+01   -0.346041189505566837E+01    0.141431455740064666E+04    0.138055213541023303E+01   -0.169061063001504097E+01   -0.766425547102443616E+01   -0.649948164314942289E+00    0.669735036352265722E+00
    0.162887459983428364E-96   -0.268495997711818575E+03   -0.324015180683283166E+01   -0.292246274448630761E+01    0.132685418066117609E+04    0.126635025152451774E+01    0.106313769767782684E+01   -0.870388176462344809E+01   -0.155091326522210693E+01    0.254020160474019374E+00
    0.165174831961980547E-96   -0.268525887647380955E+03   -0.148981203005459051E+01   -0.408240907496351557E+01    0.123545292809518423E+04    0.116958552520857850E+00    0.362457686535895540E+01   -0.121142651213402175E+01   -0.544731638100606119E+01    0.544817400589275080E+00
    0.361353717597534464E-96   -0.270093593257727662E+03   -0.311899996901404375E+01   -0.787904976119230760E+01    0.157089981194414759E+04    0.560600861603567147E+00   -0.356695490527109627E+01   -0.135863440020867543E+01   -0.695167659627501600E+00    0.712992858133860374E+00
    0.414425554075495219E-96   -0.270369665354784843E+03   -0.201021615962007427E+01   -0.303006782203464553E+01    0.126748753858902592E+04    0.120733046709462677E+01    0.549392434525708495E+01   -0.145400942600420500E+02    0.721471358676357255E+00    0.475246925063044001E+00
    0.463275087993616460E-96   -0.270594520686593114E+03   -0.484188295143099623E+01   -0.853388953746283185E+01    0.165909968330015067E+04    0.453326216438339813E+00    0.157925193607820891E+01    0.146143948003811985E+01    0.502530318546614119E+00    0.381996634496271359E+00
    0.607124379093110244E-96   -0.271137346002146842E+03   -0.362122064414910216E+01   -0.986406867516172881E+01    0.167751250082995966E+04    0.340064520866226516E+00   -0.101102579353828137E+01   -0.387993998843956689E+01   -0.197696370459091675E+01    0.925449253685403761E+00
    0.717762674655865183E-96   -0.271474156601652339E+03   -0.112041472905810835E+01   -0.893350324318098643E+01    0.192789723028892058E+04   -0.774623160985166592E+00    0.303382370161388781E+01   -0.653716664826718663E+01   -0.245591899739029973E+01    0.543037480040126974E+00
    0.722531554947646745E-96   -0.271489400833618276E+03   -0.464774638356438885E+01   -0.695648232227812535E+01    0.220136139938351789E+04   -0.416434880095549076E+00    0.592569486952782043E+01   -0.975430287113073824E+01   -0.527915558458973511E+01    0.295224001623652144E+00
    0.723386812457788145E-96   -0.271493766825030207E+03   -0.290470586197532565E+01   -0.866526898094264197E+01    0.132055174907965238E+04    0.482613722083727659E+00    0.426744516420535192E+01   -0.346414479878281156E+01   -0.223814063240683359E+01    0.429491838746720256E+00
    0.147477435534156238E-95   -0.272920399201500459E+03   -0.238683195096678169E+01   -0.449115160252445111E+01    0.172719032275227187E+04   -0.633847126161866115E+00   -0.350723770907592014E+01   -0.549512275814058704E+01   -0.401110649522301976E+01    0.743595455834627383E+00
    0.162017846876333147E-95   -0.273110461822340426E+03   -0.290860131522619803E+01   -0.666110822948055770E+01    0.154283397569713088E+04    0.472344684676350823E+00   -0.363881041531089355E+01    0.177472706661328772E+01   -0.493907310894814344E+01    0.232942568790474591E+00
    0.204357607109600585E-95   -0.273576791702609455E+03   -0.133407653379807556E+01   -0.917614386264254200E+01    0.180360743050718293E+04   -0.102600471367660351E+01    0.602478455501980470E+01   -0.145638864041860501E+02    0.107362487596694312E+01    0.663505003355056688E+00
    0.255291662528825987E-95   -0.274023862164543402E+03   -0.128661946447205544E+01   -0.504652118729805199E+01    0.190466567908813340E+04   -0.109928570352028387E+01    0.433032238425270855E+01   -0.887221868198114727E+01   -0.329614791079935543E+01    0.369428370684772633E+00
    0.669868206782440160E-95   -0.275955210805686420E+03   -0.145481868137050085E+01   -0.520372158500757376E+01    0.135538720825450855E+04    0.325953602301471079E+00    0.352028027393331566E+01    0.121399875249849742E+00   -0.544380306757355648E+01    0.495885411973119805E+00
    0.852402543869945472E-95   -0.276439166601368129E+03   -0.485832166209995986E+01   -0.909262628155489061E+01    0.169797248902366346E+04    0.141414338958711383E+01    0.160323309313138740E+01   -0.374442244468465191E+00    0.165335403790808577E+01    0.153307278227447441E+00
    0.113589170510200525E-94   -0.277015395361646711E+03   -0.262215431505933960E+01   -0.263305819987624901E+01    0.213589308331186476E+04   -0.134721780196127217E+01    0.686150666791094821E+00    0.627912479723256922E+00    0.262381032415611060E+00    0.916695097467222220E+00
