   -0.321410482573512635E+01   -0.798342384002422545E+01    0.128221994356105643E+04    0.186811665676552252E+01   -0.370521214518588282E+01   -0.150895778234567821E+02   -0.105645050306023247E+01    0.232643282451865219E+00    0.343285464086730258E+03
   -0.383149599465590551E+01   -0.994995456966321079E+01    0.153658579194585013E+04    0.151800787785627200E+01   -0.337534508502051578E+01   -0.112545850378152199E+02   -0.101442952781220441E+01    0.667005659518365990E+00    0.343421969654998179E+03
   -0.374595077397830778E+01   -0.876707569848174728E+01    0.157334091794569440E+04    0.127610134875052239E+01   -0.225667604518862763E+01   -0.108117571223853925E+02   -0.956938195775967060E+00    0.400974369967114885E+00    0.343431991820012456E+03
   -0.321249567532610936E+01   -0.740160565827583383E+01    0.158475062779281689E+04    0.752773007330587163E+00   -0.342370411500831029E+00   -0.105015943421992386E+02   -0.170006959572787064E+01    0.893506494978179133E+00    0.343992267724864462E+03
   -0.309361110447137833E+01   -0.713684515246013085E+01    0.137051201973549337E+04    0.137415755509850523E+01   -0.591067049019758262E+00   -0.152745477583675680E+02   -0.111847081690413219E+01    0.942238261080856510E+00    0.345514479404838482E+03
   -0.239133217483036198E+01   -0.674621690901854176E+01    0.145032831820823822E+04    0.424002360903580566E+00   -0.243929302333436082E+01    0.224088657369339472E+00   -0.252563659042824185E+01    0.816197013637089408E+00    0.345963476469904037E+03
   -0.395202554797300909E+01   -0.867503351732106687E+01    0.162713470336255409E+04    0.131219980250700896E+01   -0.186064514981341667E+01   -0.630984261399902913E+01   -0.929831373770425351E+00    0.509295782336432246E+00    0.346037336077573002E+03
   -0.245617487906750043E+01   -0.854949712367174897E+01    0.136400780191784224E+04    0.769225306183772162E+00   -0.212629719304716058E+01   -0.124568630356538002E+02   -0.221938464308192174E+01    0.804054692345689936E+00    0.346175847436658103E+03
   -0.269809255889160582E+01   -0.985017902360105424E+01    0.156281483876151424E+04    0.273296020656047745E+00   -0.233191399318269621E+01   -0.962472373134461812E+01   -0.210558888773540476E+01    0.973888334815770418E+00    0.346324361459469060E+03
   -0.296177515433693017E+01   -0.737541270792329229E+01    0.123130297433091937E+04    0.186897377749688420E+01   -0.270109499218288995E+01   -0.103601186290740408E+02   -0.111427347167860535E+01    0.512166674640543107E+00    0.346605634951137688E+03
   -0.205257945066382153E+01   -0.652641450835313641E+01    0.145649382491068127E+04    0.204094176608565547E+00    0.709415871255431973E+01   -0.127335345502400319E+02   -0.198535022292170904E+01    0.232515063530510185E+00    0.346632088400667385E+03
   -0.278815442322466378E+01   -0.852413667999654656E+01    0.134853762258160850E+04    0.109755040441956631E+01   -0.201165512681806735E+01   -0.102145387480495380E+02   -0.173366073900214435E+01    0.811651889006246519E+00    0.346982853161564776E+03
   -0.318060962179726925E+01   -0.996657421480598060E+01    0.152804033061991049E+04    0.791081287077174622E+00    0.303225692607823838E+00   -0.146793187715557920E+02   -0.181804950319182623E+01    0.782042819930642508E+00    0.347054603391981459E+03
   -0.312390614551617585E+01   -0.879117886119357905E+01    0.144430938600973354E+04    0.108780508351595628E+01   -0.154013689409586174E+01   -0.497062968030181906E+00   -0.147969717821358238E+01    0.626024210507319712E+00    0.347153464654335949E+03
   -0.258856001821641346E+01   -0.779467480773338828E+01    0.163541037626089928E+04   -0.225383465310988740E-01   -0.285470780685450753E+01   -0.915242167934388107E+01   -0.241084462600172822E+01    0.929222660104725873E+00    0.347382523869014790E+03
   -0.257721096654605031E+01   -0.870946864883795868E+01    0.142280603157796577E+04    0.637319689933832478E+00   -0.176350452676913161E+01   -0.352478967460754689E+01   -0.222433571366417748E+01    0.839572614111937399E+00    0.347438082613158770E+03
   -0.308901905940574384E+01   -0.628105685737859254E+01    0.153402207460660020E+04    0.720462233164036014E+00   -0.303197229863251039E+00   -0.706111328531875770E+01   -0.163399479371576639E+01    0.913516647412921046E+00    0.347487646954907973E+03
   -0.278675623167942366E+01   -0.625486415872730639E+01    0.149575299660242990E+04    0.592788220166232449E+00    0.331589238207887327E+00   -0.984710554411893213E+01   -0.206444101432914673E+01    0.671311919950987157E+00    0.347506983094628993E+03
   -0.376681026515229878E+01   -0.909439198324627718E+01    0.172886526543641685E+04    0.770741295848873520E+00   -0.222172682631101015E+01   -0.263087061084674190E+01   -0.162550968980963173E+01    0.844206767273660175E+00    0.347524305758095579E+03
   -0.406021804926047380E+01   -0.944032302823462643E+01    0.160859133419297586E+04    0.133518439394197586E+01   -0.380960566656438804E+01   -0.259092116689592089E+01   -0.112683385904427791E+01    0.769055719731372767E+00    0.347531771386015066E+03
   -0.432151028310892293E+01   -0.810483056939784596E+01    0.153901496144950579E+04    0.181967925134286901E+01   -0.386543623879612852E+01   -0.185032627045204379E+01   -0.721694749343273045E+00    0.799216496060161985E+00    0.347536383071130103E+03
   -0.393380669703658015E+01   -0.949196618751863141E+01    0.160855782434002776E+04    0.129408459169565671E+01   -0.379752994092682705E+01    0.893081417296293978E+00   -0.990722753400321565E+00    0.668836050627048762E+00    0.347544396133626606E+03
   -0.308533709888289831E+01   -0.766268011725054521E+01    0.159522248935318157E+04    0.455332432266925657E+00   -0.184454666333917139E+01   -0.100876079749775052E+02   -0.218438574308098765E+01    0.865625477570045265E+00    0.347574447613314305E+03
