

    0.103462920684603678E-06   -0.683376704166927880E+03   -0.372677468295637304E+01   -0.745161164035309298E+01    0.135296172062147843E+04    0.193956773542157102E+01   -0.232305919878949485E+01   -0.102108788005621260E+02   -0.471068691192897404E+00    0.407881215256317153E+00
    0.103451629748004231E-06   -0.683378547750145231E+03   -0.376382603340945998E+01   -0.108685247374259841E+02    0.150032757143008166E+04    0.157116102038351890E+01   -0.195505267707837627E+01   -0.268785823466303597E+01   -0.938458886089959421E+00    0.873396691614879317E+00
    0.103584334643726554E-06   -0.683383173506522780E+03   -0.293984798707370132E+01   -0.478230836820480754E+01    0.179319162178888951E+04   -0.106277081875397528E+00   -0.352523527288546923E+01   -0.727938110225387547E+01   -0.229733704336732059E+01    0.920155645732774308E+00
    0.104092150105694298E-06   -0.683395016276477463E+03   -0.321337602678399570E+01   -0.917400579802308691E+01    0.133635695057162820E+04    0.156747251788033815E+01   -0.315082329171109699E+01   -0.152233731489609454E+02   -0.138271826189508928E+01    0.246509802523421112E+00
    0.104979667803055540E-06   -0.683414058383956217E+03   -0.301200669492173034E+01   -0.641006875583805336E+01    0.132336965949975865E+04    0.147156115932468978E+01   -0.164219084755370925E+01   -0.136064064666965692E+02   -0.112609820851847431E+01    0.332111420940907398E+00
    0.104911868116883629E-06   -0.683414828149628761E+03   -0.292827836124808627E+01   -0.666381075785731802E+01    0.135075001535586284E+04    0.117965286976898653E+01   -0.387340245373323189E+01   -0.761596809104507244E+01   -0.224779083347277275E+01    0.349731664893998651E+00
    0.104888246342264029E-06   -0.683416439638057227E+03   -0.314674796361338949E+01   -0.850035884413712495E+01    0.177325936296142299E+04    0.862614965659727062E-01   -0.331169743779898074E+01   -0.152721465802116541E+00   -0.237064463230255296E+01    0.780869350586790079E+00
    0.105089007740208760E-06   -0.683422325935760227E+03   -0.331181367364554013E+01   -0.905476951108139438E+01    0.128762036602641774E+04    0.188113793522689932E+01   -0.172090126965744572E+01   -0.695804792718699971E+01    0.455656518688574153E-01    0.305881323533415073E+00
    0.105162335918440534E-06   -0.683425782848982408E+03   -0.293809474522459979E+01   -0.965508073449975512E+01    0.160539428535009711E+04    0.366274561882688587E+00   -0.250267946653509288E+01   -0.375330315837149087E+01   -0.203424606806364450E+01    0.793726285718294067E+00
    0.105543299894883950E-06   -0.683435076867951807E+03   -0.304312794360705041E+01   -0.107654696159178158E+02    0.136363577488370947E+04    0.131407326963231430E+01   -0.216279825421056948E+01   -0.431385754642844610E+01   -0.189959943929449437E+01    0.671257149631223404E+00
