1.1217	0.0093	0.014624065	3.38604E-05		
1.1402	0.0093	0.014684592	3.15068E-05		
1.1588	0.0093	0.01464584	2.90448E-05		
1.1774	0.0093	0.01463858	2.66178E-05		
1.1959	0.0093	0.014631322	2.66112E-05		
1.2145	0.0093	0.014633741	2.66134E-05		
1.233	0.0093	0.014602306	2.65848E-05		
1.2516	0.0093	0.014580563	0.000026565		
1.2702	0.0093	0.014595056	3.38268E-05		
1.2887	0.0093	0.014604723	0.000036255		
1.3073	0.0093	0.014573318	3.38016E-05		
1.3259	0.0093	0.014733104	3.15588E-05		
1.3444	0.0093	0.01483524	0.00003654		
1.363	0.0093	0.014825498	3.89632E-05		
1.3815	0.0093	0.014801156	3.16316E-05		
1.4001	0.0093	0.014793857	3.40564E-05		
1.4187	0.0093	0.014723396	3.15484E-05		
1.4372	0.0093	0.014701563	0.000031525		
1.4558	0.0093	0.014742816	4.37112E-05		
1.4744	0.0093	0.01476711	3.88864E-05		
1.4929	0.0093	0.014720969	3.39724E-05		
1.5115	0.0093	0.014754961	3.40116E-05		
1.53	0.0093	0.014745245	4.12862E-05		
1.5486	0.0093	0.01471369	0.000033964		
1.5672	0.0093	0.014740388	0.000048564		
1.5857	0.0093	0.014641	0.00003872		
1.6043	0.0093	0.0146749	4.11876E-05		
1.6229	0.0093	0.01463616	5.32312E-05		
1.6391	0.0093	0.014599889	4.34988E-05		
