   -0.104274058583057254E+02   -0.105639578027984768E+02    0.196239401557333872E+04   -0.435211768941639932E+00    0.584784124352635715E+00    0.184388262340780429E+01    0.181540907013663233E+01    0.837910895063490813E+00   -0.250321428342411991E+02
   -0.985058736622716680E+01   -0.431789867924468940E+01    0.135534001789110494E+04    0.258083284435370430E+00    0.717157358709101800E+00    0.172929050622063940E+01    0.584636665370469544E+00    0.988176001132638038E+00   -0.248903829735961892E+02
   -0.725986795433223531E+01   -0.116831068703364682E+02    0.197779378610092795E+04   -0.228689844260686925E+01    0.272978476071634368E+01    0.168677788113828342E+01    0.974858782440120919E+00    0.876748229465681428E+00   -0.245024124663941052E+02
   -0.104943745688136687E+02   -0.502435105171761531E+01    0.155565288722864625E+04   -0.173424319353594747E+01    0.234140588866667265E+01    0.169104778960521074E+01   -0.992325584471782207E+00    0.987304743620625702E+00   -0.243119253788788683E+02
   -0.606712194923840364E+01   -0.701227198817093988E+01    0.185261851356050852E+04   -0.182421728147030926E+01    0.195498705631130409E+01    0.173465152238908615E+01   -0.416584753411648023E+00    0.962733967223478482E+00   -0.241980186547173162E+02
   -0.636218302327427310E+01   -0.886940736703562038E+01    0.156384784188480558E+04   -0.318951772417443991E+00    0.684661641056137249E+00    0.177724234769073774E+01    0.113752863056664033E+01    0.992002291662413715E+00   -0.241306696727327221E+02
   -0.852290040392764503E+01   -0.776360373356072309E+01    0.151136604024253029E+04   -0.208338749340658058E+01    0.275278897727389626E+01    0.195506481268503052E+01    0.847024829608768570E+00    0.985889198624495644E+00   -0.239704784661599319E+02
   -0.851353046622629250E+01   -0.108265296648408409E+02    0.184170737844785049E+04   -0.136561849253598311E+01    0.185449670962729396E+01    0.163346646751127622E+01    0.188589341511507058E+01    0.886139851422051539E+00   -0.237167569864573125E+02
   -0.550184497909312142E+01   -0.779398188742484876E+01    0.128929762150443594E+04   -0.871397454855384446E+00    0.201955444423100605E+01    0.192598407319272980E+01   -0.189340960763949528E+01    0.972328749844905360E+00   -0.235516718541563819E+02
   -0.652717387666681237E+01   -0.112126552648804694E+02    0.192020524368497172E+04   -0.225506001522939092E+01    0.244886887666405606E+01    0.181817729483330126E+01    0.722602203856451908E+00    0.946377109005842820E+00   -0.234579600131337713E+02
   -0.654747938738702473E+01   -0.618112260788603596E+01    0.175082103577482826E+04   -0.103017670840085174E+01    0.137012085972048148E+01    0.167700096173070534E+01    0.342498406170737901E+00    0.954430053135345569E+00   -0.233525802554432005E+02
   -0.542454467923154748E+01   -0.920543949267253758E+01    0.186408973991513199E+04   -0.113658197607856692E+01    0.142509260832758144E+01    0.130341786692471828E+01    0.856570300419306818E+00    0.960633237594605838E+00   -0.232506969647278652E+02
   -0.840876460211501175E+01   -0.868334480737878422E+01    0.212961975739202580E+04   -0.281501350124227612E+01    0.293399970710563274E+01    0.187254109818030656E+01    0.993897873878587745E+00    0.915313907470804655E+00   -0.231528772471703519E+02
   -0.643998646610346803E+01   -0.527451393060210894E+01    0.197590814749609945E+04   -0.296277487648796978E+01    0.303526596092344825E+01    0.165097436709613987E+01   -0.376296695978257389E+01    0.984681063175629090E+00   -0.230859290297517532E+02
   -0.101192427878820297E+02   -0.974918381988578275E+01    0.180127872675822437E+04   -0.217492428002649918E+01    0.256249789838205722E+01    0.152106834016662518E+01    0.115667573301081994E+01    0.974480202719784305E+00   -0.229884352187928584E+02
   -0.743801484483939213E+01   -0.540469300703194477E+01    0.131314228516113599E+04    0.847244618467772881E+00    0.109709400130144630E+00    0.188267839238466905E+01   -0.141290787283265828E-01    0.989079989452316233E+00   -0.229814966188313861E+02
   -0.708560908762925390E+01   -0.104347625821252308E+02    0.148051660076882308E+04   -0.154118979682961310E+01    0.237234393884919736E+01    0.178791913274915260E+01    0.142563214284301054E+01    0.957439768986439121E+00   -0.229353204471127299E+02
   -0.103786400951419537E+02   -0.715355567692132688E+01    0.181487063671030046E+04   -0.254241554565517491E+01    0.284583951527233658E+01    0.194429731676352446E+01   -0.136418893974057376E+00    0.957558657348275832E+00   -0.229148652415460106E+02
   -0.109655254122691730E+02   -0.106739047027014138E+02    0.196069461847634011E+04   -0.178330794638401535E+01    0.169771976510960965E+01    0.187215761154505600E+01    0.154390267866363118E+00    0.954014273052736783E+00   -0.228788244743873292E+02
   -0.972025200372157272E+01   -0.119736430737706474E+02    0.195957634908962359E+04   -0.168911782196858873E+01    0.199686935422329181E+01    0.131001514562161248E+01   -0.636571400121515474E+00    0.939373161703947468E+00   -0.228594563657904928E+02
   -0.104706253857927791E+02   -0.117216596873400292E+02    0.197385666321981989E+04   -0.193265438892470698E+01    0.217134534575357296E+01    0.122044244152071002E+01    0.824905519696580214E+00    0.962511286246221287E+00   -0.228513592394236866E+02
   -0.841232865752356318E+01   -0.506946944911947028E+01    0.187747053645466963E+04   -0.259718343992914669E+01    0.266060062846359813E+01    0.168635479801450217E+01   -0.454231106922145056E+01    0.987248964444697008E+00   -0.228320756291024907E+02
   -0.459752663932987016E+01   -0.819216860681254211E+01    0.183678577320043564E+04   -0.154499348471372500E+01    0.178015168187121642E+01    0.170095858719329485E+01    0.129498728074653613E+01    0.945046783633530119E+00   -0.227729304481039208E+02
   -0.854958571010064539E+01   -0.102996591154825108E+02    0.170583602379572267E+04   -0.189455642464535678E+01    0.250302426741134809E+01    0.187665958350887507E+01    0.152825151821576988E+01    0.897787628281863648E+00   -0.227703026686778571E+02
   -0.118065245687828977E+02   -0.675161303099758658E+01    0.172045505340718546E+04   -0.211049220702086293E+01    0.255071550509269507E+01    0.187015250828446966E+01    0.659642904563227717E+00    0.949985815317869964E+00   -0.227263179309682926E+02
   -0.898414800725998219E+01   -0.998684541896043676E+01    0.181368336469309634E+04   -0.110447020584720157E+01    0.132569507983794033E+01    0.144072416860340624E+01   -0.592692032521000556E+00    0.955513500521635528E+00   -0.227136357994501736E+02
   -0.539054524729624607E+01   -0.847758365264559011E+01    0.181384265783307092E+04   -0.146557972544410831E+01    0.170455644493854308E+01    0.147568334499426967E+01    0.991762610482313178E+00    0.964114139836309669E+00   -0.226694461520570201E+02
   -0.432691770910036144E+01   -0.892560420711594560E+01    0.135539937932948624E+04   -0.929807834233622010E+00    0.185785909231420554E+01    0.175480998005540911E+01   -0.929531631617948939E+00    0.984463756906015175E+00   -0.226675086261072920E+02
